sedol,bbcode,LOTSIZE,STATUS,CURNY,PRICECLOSE,beta,sector,sector name,group,group name,exchange_rate
B6VMVQ9,76 HK Equity,4000,ACTV,HKD,0.083,1.120834,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
B6VY5T6,3666 HK Equity,2000,ACTV,HKD,1.03,0.4223855,25,Consumer Discretionary,2530,Consumer Services,0.12901
B6W1V76,756 HK Equity,4000,ACTV,HKD,1.24,0.4620602,30,Consumer Staples,3020,Food Beverage & Tobacco,0.12901
B6WY5Q2,346 HK Equity,10000,ACTV,HKD,0.425,0.6502583,10,Energy,1010,Energy,0.12901
B6WY993,867 HK Equity,1000,ACTV,HKD,9.76,0.4018909,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
B6X5V22,269 HK Equity,100000,ACTV,HKD,0.325,0.1726187,20,Industrials,2030,Transportation,0.12901
B6XCL34,1226 HK Equity,8000,ACTV,HKD,0.4,0.2851641,40,Financials,4020,Diversified Financials,0.12901
B6XFP86,8246 HK Equity,4000,ACTV,HKD,0.65,0.09080575,25,Consumer Discretionary,2530,Consumer Services,0.12901
B6Y19K3,6830 HK Equity,2000,ACTV,HKD,1.2,0.6704423,25,Consumer Discretionary,2510,Automobiles & Components,0.12901
B6YVV29,8011 HK Equity,20000,ACTV,HKD,0.137,0.5176769,10,Energy,1010,Energy,0.12901
B6Z3MD2,AVIC SP Equity,1000,ACTV,SGD,0.11,#N/A N/A,20,Industrials,2010,Capital Goods,0.8002
B6Z9ML8,CSING SP Equity,1000,ACTV,SGD,0.02,#N/A N/A,45,Information Technology,4510,Software & Services,0.8002
B6ZNMQ5,1023 HK Equity,1000,ACTV,HKD,5.14,0.5222377,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B717T56,1251 HK Equity,2000,ACTV,HKD,3.94,0.8725618,10,Energy,1010,Energy,0.12901
B71SXC4,6837 HK Equity,400,ACTV,HKD,12.84,1.258452,40,Financials,4020,Diversified Financials,0.12901
B73SG01,572 HK Equity,20000,ACTV,HKD,0.18,1.209366,15,Materials,1510,Materials,0.12901
B745CQ9,611 HK Equity,2000,ACTV,HKD,1.19,0.9291644,25,Consumer Discretionary,2530,Consumer Services,0.12901
B748WD5,1206 HK Equity,2000,ACTV,HKD,3.67,0.5588849,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
B74FH64,6889 HK Equity,200,ACTV,HKD,20,0.3847695,25,Consumer Discretionary,2530,Consumer Services,0.12901
B753XJ2,8039 HK Equity,4000,ACTV,HKD,1.06,0.1991746,25,Consumer Discretionary,2540,Media,0.12901
B755514,1164 HK Equity,5000,ACTV,HKD,0.94,0.7118771,20,Industrials,2010,Capital Goods,0.12901
B7567Y4,8351 HK Equity,10000,ACTV,HKD,0.102,0.6307083,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B7596Q8,1227 HK Equity,20000,ACTV,HKD,0.65,0.7948889,40,Financials,4020,Diversified Financials,0.12901
B75CYF2,159 HK Equity,4000,ACTV,HKD,0.39,0.5326404,20,Industrials,2030,Transportation,0.12901
B75H5S7,376 HK Equity,2000,ACTV,HKD,2.45,0.4487764,40,Financials,4020,Diversified Financials,0.12901
B75ZM24,CVL SP Equity,1000,ACTV,SGD,0.73,0.9927318,20,Industrials,2010,Capital Goods,0.8002
B760S19,1296 HK Equity,1000,ACTV,HKD,1.73,0.9363382,20,Industrials,2010,Capital Goods,0.12901
B76GQK2,412 HK Equity,10000,ACTV,HKD,2.26,1.108387,40,Financials,4020,Diversified Financials,0.12901
B76R5L9,1028 HK Equity,1000,ACTV,HKD,2.5,0.5713733,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B77B7W5,SWM SP Equity,1000,ACTV,SGD,0.062,0.5374351,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
B783F04,1239 HK Equity,4000,ACTV,HKD,1.58,0.4153467,15,Materials,1510,Materials,0.12901
B79WMQ5,3628 HK Equity,2000,ACTV,HKD,1.33,0.6381623,20,Industrials,2010,Capital Goods,0.12901
B79ZNS3,1277 HK Equity,2000,ACTV,HKD,0.43,0.4277258,10,Energy,1010,Energy,0.12901
B7CM0X5,1210 HK Equity,2000,ACTV,HKD,0.48,0.4542579,30,Consumer Staples,3010,Food & Staples Retailing,0.12901
B7D7CX3,550 HK Equity,2000,ACTV,HKD,1.23,0.203849,25,Consumer Discretionary,2540,Media,0.12901
B7F0BG6,1129 HK Equity,4000,ACTV,HKD,1.49,0.523236,55,Utilities,5510,Utilities,0.12901
B7F0L00,1830 HK Equity,4000,ACTV,HKD,1.83,0.6329273,25,Consumer Discretionary,2530,Consumer Services,0.12901
B7FL1V4,1252 HK Equity,1000,ACTV,HKD,2.2,0.6122861,15,Materials,1510,Materials,0.12901
B7GGLX0,8242 HK Equity,2500,ACTV,HKD,0.4,0.3020433,45,Information Technology,4530,Semiconductors & Semiconductor,0.12901
B7GH1Z5,1315 HK Equity,2000,ACTV,HKD,2.24,0.2410912,20,Industrials,2010,Capital Goods,0.12901
B7GH207,1281 HK Equity,4000,ACTV,HKD,1.4,0.455263,40,Financials,4040,Real Estate,0.12901
B7H1QC8,8146 HK Equity,6000,ACTV,HKD,0.5,1.43262,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B7HY3B5,204 HK Equity,2000,ACTV,HKD,1.67,-0.4876444,40,Financials,4020,Diversified Financials,0.12901
B7JRBB8,8356 HK Equity,10000,ACTV,HKD,0.405,0.1832348,20,Industrials,2010,Capital Goods,0.12901
B7K2PL0,CLGL SP Equity,1000,ACTV,SGD,1.14,0.4482711,35,Health Care,3510,Health Care Equipment & Servic,0.8002
B7K6BR0,1266 HK Equity,1000,ACTV,HKD,1.1,1.015535,15,Materials,1510,Materials,0.12901
B7KMXL6,8080 HK Equity,8000,ACTV,HKD,0.215,0.5209569,20,Industrials,2010,Capital Goods,0.12901
B7KW2D1,1329 HK Equity,2000,ACTV,HKD,3.55,0.122642,15,Materials,1510,Materials,0.12901
B7KY367,2266 HK Equity,1000,ACTV,HKD,1.49,0.7228433,25,Consumer Discretionary,2530,Consumer Services,0.12901
B7LGQN0,263 HK Equity,4000,SUSP,HKD,0.345,0.2139031,15,Materials,1510,Materials,0.12901
B7LJ2Y2,645 HK Equity,2000,ACTV,HKD,1.32,0.8848204,20,Industrials,2010,Capital Goods,0.12901
B7M7RH3,439 HK Equity,20000,ACTV,HKD,4.59,-0.2533099,15,Materials,1510,Materials,0.12901
B7M92D0,1240 HK Equity,2500,ACTV,HKD,3.55,0.5651311,20,Industrials,2010,Capital Goods,0.12901
B7MD0V6,1006 HK Equity,1000,ACTV,HKD,7.52,0.5383515,30,Consumer Staples,3020,Food Beverage & Tobacco,0.12901
B7R6JH9,1260 HK Equity,2000,ACTV,HKD,1.47,0.6660688,25,Consumer Discretionary,2540,Media,0.12901
B7RL7B4,1300 HK Equity,2000,ACTV,HKD,2.03,0.6927162,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
B7SHKP6,3939 HK Equity,2000,ACTV,HKD,2.79,0.3707467,15,Materials,1510,Materials,0.12901
B7SNRW0,245 HK Equity,40000,ACTV,HKD,0.227,0.7822578,25,Consumer Discretionary,2550,Retailing,0.12901
B7T5B34,GPHL SP Equity,1000,ACTV,SGD,0.35,0.4876661,25,Consumer Discretionary,2530,Consumer Services,0.8002
B7TW0P0,SWHL SP Equity,1000,ACTV,SGD,0.31,0.7650682,20,Industrials,2010,Capital Goods,0.8002
B7TWG07,8138 HK Equity,1000,ACTV,HKD,9.49,#N/A N/A,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
B7TXBW7,1130 HK Equity,4000,ACTV,HKD,0.31,0.8085779,15,Materials,1510,Materials,0.12901
B7V9264,139 HK Equity,10000,ACTV,HKD,0.52,1.216039,45,Information Technology,4530,Semiconductors & Semiconductor,0.12901
B7VGK94,LANT SP Equity,1000,ACTV,SGD,0.62,0.8717451,45,Information Technology,4510,Software & Services,0.8002
B7W33S4,996 HK Equity,10000,ACTV,HKD,1.01,0.3438593,40,Financials,4040,Real Estate,0.12901
B7WJ188,BAL SP Equity,1000,ACTV,SGD,1.24,0.4889615,30,Consumer Staples,3020,Food Beverage & Tobacco,0.8002
B7X3M31,908 HK Equity,2000,ACTV,HKD,1.35,0.689634,25,Consumer Discretionary,2530,Consumer Services,0.12901
B7X3VT0,1613 HK Equity,8000,ACTV,HKD,0.53,0.6545703,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
B7XLD10,3668 HK Equity,2000,ACTV,HKD,1.02,#N/A N/A,15,Materials,1510,Materials,0.12901
B7XNJJ6,136 HK Equity,4000,ACTV,HKD,0.105,0.8946469,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B7Y9MV6,936 HK Equity,10000,ACTV,HKD,1.09,0.7218788,20,Industrials,2010,Capital Goods,0.12901
B7YHM21,CHEV4000 SP Equity,4000,ACTV,SGD,#N/A N/A,#N/A N/A,15,Materials,1510,Materials,0.8002
B7ZZSF9,RHT SP Equity,1000,ACTV,SGD,0.895,0.9136893,35,Health Care,3510,Health Care Equipment & Servic,0.8002
B803BD4,475 HK Equity,2000,ACTV,HKD,1.94,1.024834,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B804WG7,2623 HK Equity,2000,ACTV,HKD,1.6,0.5104157,15,Materials,1510,Materials,0.12901
B80D7J2,LEY SP Equity,1000,ACTV,SGD,0.168,0.6555579,20,Industrials,2010,Capital Goods,0.8002
B80FZH2,GHL SP Equity,1000,ACTV,SGD,0.565,0.4892877,10,Energy,1010,Energy,0.8002
B80YDF3,8050 HK Equity,2000,ACTV,HKD,6.7,0.5078716,45,Information Technology,4510,Software & Services,0.12901
B8180J7,432 HK Equity,1000,ACTV,HKD,4.27,1.057834,40,Financials,4040,Real Estate,0.12901
B8198Y1,2326 HK Equity,10000,ACTV,HKD,0.375,0.5275868,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B81RL68,8219 HK Equity,2000,ACTV,HKD,3.1,0.1954821,25,Consumer Discretionary,2540,Media,0.12901
B824NY0,630 HK Equity,10000,ACTV,HKD,0.178,0.5460534,15,Materials,1510,Materials,0.12901
B826YB0,3663 HK Equity,4000,ACTV,HKD,1.37,0.2164565,25,Consumer Discretionary,2510,Automobiles & Components,0.12901
B829QK2,1332 HK Equity,2000,ACTV,HKD,4.99,1.745777,15,Materials,1510,Materials,0.12901
B83J388,997 HK Equity,10000,ACTV,HKD,0.71,0.4883809,25,Consumer Discretionary,2530,Consumer Services,0.12901
B83L7Y8,1522 HK Equity,4000,ACTV,HKD,1.56,0.649445,45,Information Technology,4510,Software & Services,0.12901
B83YVF6,8129 HK Equity,20000,ACTV,HKD,0.193,0.560899,45,Information Technology,4510,Software & Services,0.12901
B847CJ5,8022 HK Equity,3000,ACTV,HKD,0.24,0.7007364,25,Consumer Discretionary,2530,Consumer Services,0.12901
B84B606,456 HK Equity,20000,ACTV,HKD,0.375,0.2034207,40,Financials,4040,Real Estate,0.12901
B84P9D2,1335 HK Equity,2000,ACTV,HKD,1.59,0.5551044,15,Materials,1510,Materials,0.12901
B84RHH8,8168 HK Equity,10000,ACTV,HKD,0.215,0.4692619,25,Consumer Discretionary,2550,Retailing,0.12901
B84ZWG6,33 HK Equity,2000,ACTV,HKD,0.123,0.4183718,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B8522C2,195 HK Equity,10000,ACTV,HKD,0.33,0.9823253,15,Materials,1510,Materials,0.12901
B85LKS1,2018 HK Equity,500,ACTV,HKD,46.95,0.9838625,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
B85PJN1,2223 HK Equity,2000,ACTV,HKD,1.19,#N/A N/A,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B86MD06,455 HK Equity,2000,ACTV,HKD,0.385,0.282589,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
B86X8F9,875 HK Equity,20000,ACTV,HKD,0.165,0.5345603,30,Consumer Staples,3020,Food Beverage & Tobacco,0.12901
B86X8L5,8030 HK Equity,5000,ACTV,HKD,0.495,0.1858822,40,Financials,4020,Diversified Financials,0.12901
B87FVQ6,SMT SP Equity,1000,SUSP,SGD,#N/A N/A,#N/A N/A,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
B87GTZ4,MAGIC SP Equity,1000,ACTV,SGD,0.91,#N/A N/A,40,Financials,4040,Real Estate,0.8002
B87RSJ4,2039 HK Equity,100,ACTV,HKD,17.46,#N/A N/A,20,Industrials,2010,Capital Goods,0.12901
B87X2L2,2228 HK Equity,1000,ACTV,HKD,2.97,0.2597434,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B87ZDH1,511 HK Equity,100,ACTV,HKD,50.5,0.6604754,25,Consumer Discretionary,2540,Media,0.12901
B880SM5,720 HK Equity,12500,ACTV,HKD,0.086,0.1932958,25,Consumer Discretionary,2550,Retailing,0.12901
B88B1R4,1049 HK Equity,6000,ACTV,HKD,0.64,0.8207367,25,Consumer Discretionary,2550,Retailing,0.12901
B88BNQ7,1041 HK Equity,10000,ACTV,HKD,0.184,0.728453,40,Financials,4020,Diversified Financials,0.12901
B88BQK2,864 HK Equity,4000,ACTV,HKD,0.95,#N/A N/A,40,Financials,4040,Real Estate,0.12901
B88BR32,8178 HK Equity,24000,ACTV,HKD,0.127,0.3983929,45,Information Technology,4510,Software & Services,0.12901
B88C047,104 HK Equity,5000,ACTV,HKD,0.236,0.8533199,25,Consumer Discretionary,2550,Retailing,0.12901
B88TPB0,674 HK Equity,4000,ACTV,HKD,0.49,0.6740885,25,Consumer Discretionary,2530,Consumer Services,0.12901
B88Y5H1,ETL SP Equity,1000,ACTV,SGD,0.73,0.9182652,20,Industrials,2010,Capital Goods,0.8002
B890GY2,1258 HK Equity,1000,ACTV,HKD,1.95,0.283199,15,Materials,1510,Materials,0.12901
B89F8R4,8048 HK Equity,2000,ACTV,HKD,0.221,0.4325586,45,Information Technology,4510,Software & Services,0.12901
B89X6B8,1383 HK Equity,10000,ACTV,HKD,0.32,1.521251,40,Financials,4040,Real Estate,0.12901
B8B8F70,8156 HK Equity,5000,ACTV,HKD,3.32,1.75116,25,Consumer Discretionary,2530,Consumer Services,0.12901
B8BB1B5,1237 HK Equity,2000,ACTV,HKD,0.84,0.6803023,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B8BPYN0,1003 HK Equity,10000,ACTV,HKD,0.71,0.3841805,40,Financials,4040,Real Estate,0.12901
B8BQ3Z8,910 HK Equity,2000,ACTV,HKD,0.48,0.338792,15,Materials,1510,Materials,0.12901
B8BW5B6,8009 HK Equity,10000,ACTV,HKD,0.21,0.1745501,40,Financials,4020,Diversified Financials,0.12901
B8BXHP7,764 HK Equity,10000,ACTV,HKD,0.7,0.7352403,20,Industrials,2020,Commercial & Professional Serv,0.12901
B8BXJQ2,QNM SP Equity,1000,ACTV,SGD,0.47,0.7189327,35,Health Care,3510,Health Care Equipment & Servic,0.8002
B8CHHD6,620 HK Equity,2000,ACTV,HKD,1.06,-0.05559566,20,Industrials,2010,Capital Goods,0.12901
B8DGNN4,578 HK Equity,10000,ACTV,HKD,0.255,1.046868,10,Energy,1010,Energy,0.12901
B8DGWN7,8212 HK Equity,4000,ACTV,HKD,0.076,0.8390801,30,Consumer Staples,3010,Food & Staples Retailing,0.12901
B8DQKD3,2288 HK Equity,1000,ACTV,HKD,1.96,0.5893064,20,Industrials,2010,Capital Goods,0.12901
B8F2T65,3669 HK Equity,500,ACTV,HKD,6.75,0.5849523,25,Consumer Discretionary,2550,Retailing,0.12901
B8F4NX6,2700 HK Equity,20000,ACTV,HKD,0.72,-0.4379845,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B8F66C2,COURTS SP Equity,1000,ACTV,SGD,0.525,1.010234,25,Consumer Discretionary,2550,Retailing,0.8002
B8FLJJ5,8053 HK Equity,20000,ACTV,HKD,0.178,0.4457583,20,Industrials,2010,Capital Goods,0.12901
B8FTMY5,8192 HK Equity,32000,ACTV,HKD,0.285,0.2419606,20,Industrials,2010,Capital Goods,0.12901
B8FY1C1,1228 HK Equity,5000,ACTV,HKD,1.02,0.1672394,15,Materials,1510,Materials,0.12901
B8FZDB7,CENR SP Equity,1000,ACTV,SGD,0.014,1.030584,20,Industrials,2020,Commercial & Professional Serv,0.8002
B8G1CX9,695 HK Equity,2000,ACTV,HKD,1.32,0.4572886,15,Materials,1510,Materials,0.12901
B8G2MG5,329 HK Equity,4000,ACTV,HKD,15,0.6057194,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
B8GLST7,1062 HK Equity,10000,ACTV,HKD,0.59,0.4873509,40,Financials,4020,Diversified Financials,0.12901
B8HBSF2,1182 HK Equity,10000,ACTV,HKD,0.405,0.7850692,15,Materials,1510,Materials,0.12901
B8HCXF0,CEFC SP Equity,1000,ACTV,SGD,0.035,0.8327191,10,Energy,1010,Energy,0.8002
B8HMSB1,397 HK Equity,20000,ACTV,HKD,0.055,0.7215147,55,Utilities,5510,Utilities,0.12901
B8HPJ17,RAD SP Equity,1000,ACTV,SGD,0.5,0.5305366,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
B8HTDK6,1908 HK Equity,4000,ACTV,HKD,0.82,#N/A N/A,40,Financials,4040,Real Estate,0.12901
B8HTPF5,295 HK Equity,25000,ACTV,HKD,1.07,0.6135039,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B8J6S44,540 HK Equity,4000,ACTV,HKD,0.445,#N/A N/A,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B8JG3S3,IHH SP Equity,1000,ACTV,SGD,1.83,0.758426,35,Health Care,3510,Health Care Equipment & Servic,0.8002
B8JXKZ0,1319 HK Equity,4000,ACTV,HKD,1.5,#N/A N/A,40,Financials,4020,Diversified Financials,0.12901
B8K2D79,1262 HK Equity,1000,ACTV,HKD,1.42,0.993408,30,Consumer Staples,3020,Food Beverage & Tobacco,0.12901
B8K6P97,JBF SP Equity,1000,ACTV,SGD,0.215,1.260982,30,Consumer Staples,3020,Food Beverage & Tobacco,0.8002
B8K8270,8088 HK Equity,4000,ACTV,HKD,1.36,0.674437,40,Financials,4020,Diversified Financials,0.12901
B8KRZZ6,2005 HK Equity,2000,ACTV,HKD,3.69,0.3449283,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
B8L1BL5,816 HK Equity,2000,ACTV,HKD,3.91,0.536996,55,Utilities,5510,Utilities,0.12901
B8N36M5,8261 HK Equity,10000,ACTV,HKD,0.67,0.7133476,55,Utilities,5510,Utilities,0.12901
B8N36Q9,1616 HK Equity,2000,ACTV,HKD,1.05,0.2349101,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B8N36T2,1190 HK Equity,2000,ACTV,HKD,2.76,0.3189386,20,Industrials,2010,Capital Goods,0.12901
B8N4YH9,1220 HK Equity,30000,ACTV,HKD,0.465,0.6921929,15,Materials,1510,Materials,0.12901
B8P2TZ4,8220 HK Equity,20000,ACTV,HKD,0.355,0.8283688,20,Industrials,2010,Capital Goods,0.12901
B8Q3644,3816 HK Equity,4000,ACTV,HKD,0.89,0.503977,20,Industrials,2010,Capital Goods,0.12901
B8Q7VH4,815 HK Equity,2000,ACTV,HKD,1.5,#N/A N/A,15,Materials,1510,Materials,0.12901
B8QXRM9,GERL SP Equity,1000,ACTV,SGD,0.27,0.5243301,10,Energy,1010,Energy,0.8002
B8RLP84,8260 HK Equity,10000,ACTV,HKD,0.45,#N/A N/A,20,Industrials,2020,Commercial & Professional Serv,0.12901
B8RZJZ1,1339 HK Equity,1000,ACTV,HKD,3.33,#N/A N/A,40,Financials,4030,Insurance,0.12901
B8VTZC8,8148 HK Equity,20000,ACTV,HKD,0.45,0.4264055,45,Information Technology,4510,Software & Services,0.12901
B8XBQ96,2196 HK Equity,500,ACTV,HKD,25.5,0.6181271,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
B8XCV27,2078 HK Equity,1000,ACTV,HKD,1.22,#N/A N/A,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
B8XS415,OHL SP Equity,1000,ACTV,SGD,0.635,0.6206706,40,Financials,4040,Real Estate,0.8002
B8Y3947,1232 HK Equity,2000,ACTV,HKD,0.81,#N/A N/A,40,Financials,4040,Real Estate,0.12901
B8Z00N3,884 HK Equity,2000,ACTV,HKD,1.54,#N/A N/A,40,Financials,4040,Real Estate,0.12901
B90DT37,8032 HK Equity,8000,ACTV,HKD,0.91,0.4846962,25,Consumer Discretionary,2540,Media,0.12901
B90MRZ2,1166 HK Equity,5000,ACTV,HKD,0.112,1.163471,20,Industrials,2010,Capital Goods,0.12901
B91ZFY5,564 HK Equity,200,ACTV,HKD,5.08,#N/A N/A,20,Industrials,2010,Capital Goods,0.12901
B92N5M6,1314 HK Equity,2000,ACTV,HKD,3.16,#N/A N/A,25,Consumer Discretionary,2530,Consumer Services,0.12901
B92NYC9,2386 HK Equity,500,ACTV,HKD,8.69,#N/A N/A,20,Industrials,2010,Capital Goods,0.12901
B92NYF2,6881 HK Equity,500,ACTV,HKD,5.95,#N/A N/A,40,Financials,4020,Diversified Financials,0.12901
B92R7K0,885 HK Equity,10000,ACTV,HKD,1.35,0.8066826,25,Consumer Discretionary,2550,Retailing,0.12901
B92T7W8,1141 HK Equity,10000,ACTV,HKD,0.37,0.9774439,20,Industrials,2010,Capital Goods,0.12901
B92VCQ3,1191 HK Equity,10000,ACTV,HKD,0.239,0.6966802,20,Industrials,2010,Capital Goods,0.12901
B942BC3,2312 HK Equity,20000,ACTV,HKD,2.44,-0.1312686,40,Financials,4020,Diversified Financials,0.12901
B948HW3,566 HK Equity,2000,ACTV,HKD,1.22,0.1322013,45,Information Technology,4530,Semiconductors & Semiconductor,0.12901
B94GGD1,162 HK Equity,2000,ACTV,HKD,1.54,0.3986735,25,Consumer Discretionary,2550,Retailing,0.12901
B94P241,399 HK Equity,5000,ACTV,HKD,1.2,-0.01686165,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
B94Q4S2,6168 HK Equity,5000,ACTV,HKD,1.64,0.5199058,20,Industrials,2010,Capital Goods,0.12901
B94QK40,OKH SP Equity,1000,ACTV,SGD,0.575,#N/A N/A,20,Industrials,2010,Capital Goods,0.8002
B94TC87,9 HK Equity,6000,ACTV,HKD,0.69,0.4625312,25,Consumer Discretionary,2540,Media,0.12901
B94VG58,1829 HK Equity,1000,ACTV,HKD,4.62,#N/A N/A,20,Industrials,2010,Capital Goods,0.12901
B9545S2,7 HK Equity,2000,ACTV,HKD,1.09,-0.1936574,40,Financials,4020,Diversified Financials,0.12901
B95BBR4,8109 HK Equity,10000,ACTV,HKD,0.186,0.06536251,20,Industrials,2010,Capital Goods,0.12901
B95DPD4,21 HK Equity,5000,ACTV,HKD,0.28,0.3129926,40,Financials,4040,Real Estate,0.12901
B95V5B6,UNIAF SP Equity,1000,ACTV,SGD,0.187,0.7655719,40,Financials,4020,Diversified Financials,0.8002
B95V8N9,39 HK Equity,2000,ACTV,HKD,0.66,-0.04883447,10,Energy,1010,Energy,0.12901
B95ZTN8,542 HK Equity,8000,ACTV,HKD,0.145,0.4376542,25,Consumer Discretionary,2530,Consumer Services,0.12901
B9605Z6,1175 HK Equity,10000,ACTV,HKD,1.38,0.3785117,25,Consumer Discretionary,2530,Consumer Services,0.12901
B96FTY8,1036 HK Equity,1000,ACTV,HKD,8.36,0.8008853,40,Financials,4040,Real Estate,0.12901
B96SLT6,HAFA SP Equity,1000,ACTV,SGD,0.187,0.4833175,20,Industrials,2010,Capital Goods,0.8002
B972CX8,8272 HK Equity,20000,ACTV,HKD,0.58,0.745377,25,Consumer Discretionary,2530,Consumer Services,0.12901
B97SLB7,OEL SP Equity,1000,ACTV,SGD,1.01,#N/A N/A,25,Consumer Discretionary,2530,Consumer Services,0.8002
B98D0Y7,145 HK Equity,8000,ACTV,HKD,0.68,0.1068511,40,Financials,4010,Banks,0.12901
B997DB6,381 HK Equity,10000,ACTV,HKD,0.305,0.06146599,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B99F0T7,8016 HK Equity,2000,ACTV,HKD,1.15,0.1750886,25,Consumer Discretionary,2550,Retailing,0.12901
B99FQW2,1348 HK Equity,2000,ACTV,HKD,1.2,#N/A N/A,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B99H2Z3,SUNS SP Equity,1000,ACTV,SGD,0.06,0.7253125,40,Financials,4040,Real Estate,0.8002
B99HML9,835 HK Equity,10000,ACTV,HKD,0.11,0.7067534,30,Consumer Staples,3030,Household & Personal Products,0.12901
B99J4N1,8276 HK Equity,4000,ACTV,HKD,2.71,#N/A N/A,20,Industrials,2010,Capital Goods,0.12901
B9BQ9V3,2098 HK Equity,1000,ACTV,HKD,2.72,0.3985989,40,Financials,4040,Real Estate,0.12901
B9BQS49,1163 HK Equity,10000,SUSP,HKD,0.215,0.6725498,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B9CJ245,199 HK Equity,1000,ACTV,HKD,4.34,0.5829049,40,Financials,4040,Real Estate,0.12901
B9FDQ53,2033 HK Equity,2000,ACTV,HKD,1.26,#N/A N/A,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B9GR4N8,8085 HK Equity,4000,ACTV,HKD,0.204,0.1039544,25,Consumer Discretionary,2530,Consumer Services,0.12901
B9GXQ30,776 HK Equity,1000,ACTV,HKD,14.5,-0.1405357,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B9L6D55,8202 HK Equity,10000,ACTV,HKD,0.16,-0.1115743,45,Information Technology,4510,Software & Services,0.12901
B9M2Y48,873 HK Equity,2000,ACTV,HKD,1.4,0.9503971,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B9M3N77,535 HK Equity,2000,ACTV,HKD,0.56,1.262379,40,Financials,4040,Real Estate,0.12901
B9M3PB5,55 HK Equity,20000,ACTV,HKD,0.191,0.5652022,20,Industrials,2020,Commercial & Professional Serv,0.12901
B9M7D57,419 HK Equity,10000,ACTV,HKD,0.45,0.7323063,25,Consumer Discretionary,2540,Media,0.12901
B9Q97Z7,1148 HK Equity,1000,ACTV,HKD,4.38,#N/A N/A,25,Consumer Discretionary,2510,Automobiles & Components,0.12901
B9XQB48,SOIL SP Equity,1000,ACTV,SGD,0.25,#N/A N/A,20,Industrials,2010,Capital Goods,0.8002
BB2BGT8,8215 HK Equity,10000,ACTV,HKD,0.078,0.8767641,40,Financials,4020,Diversified Financials,0.12901
BB8NSQ9,8145 HK Equity,2000,ACTV,HKD,1.73,#N/A N/A,20,Industrials,2020,Commercial & Professional Serv,0.12901
BB977G3,279 HK Equity,4000,ACTV,HKD,3.2,0.284571,40,Financials,4020,Diversified Financials,0.12901
BBBVG11,899 HK Equity,10000,ACTV,HKD,0.345,0.4591449,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
BBCQJV6,559 HK Equity,10000,ACTV,HKD,0.219,0.5279504,20,Industrials,2010,Capital Goods,0.12901
BBD7NJ4,TEEL SP Equity,1000,ACTV,SGD,0.33,#N/A N/A,40,Financials,4040,Real Estate,0.8002
BBDR8Y4,3836 HK Equity,500,ACTV,HKD,4.28,#N/A N/A,25,Consumer Discretionary,2550,Retailing,0.12901
BBFKSX0,1369 HK Equity,2000,ACTV,HKD,1.6,#N/A N/A,40,Financials,4040,Real Estate,0.12901
BBHX2G8,8077 HK Equity,5000,ACTV,HKD,0.4,#N/A N/A,40,Financials,4020,Diversified Financials,0.12901
