sedol,bbcode,LOTSIZE,STATUS,CURNY,PRICECLOSE,beta,sector,sector name,group,group name,exchange_rate
6533049,1094 HK Equity,4000,ACTV,HKD,0.33,0.1864407,45,Information Technology,4510,Software & Services,0.12901
6533254,479 HK Equity,20000,ACTV,HKD,0.101,0.2236715,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6533362,954 HK Equity,4000,ACTV,HKD,1.05,0.5024502,15,Materials,1510,Materials,0.12901
6534428,775 HK Equity,2000,ACTV,HKD,0.76,0.5028616,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
6535045,226 HK Equity,1000,SUSP,HKD,4.49,0.4044946,40,Financials,4020,Diversified Financials,0.12901
6535250,950 HK Equity,5000,ACTV,HKD,10.08,0.3727546,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
6535261,604 HK Equity,2000,ACTV,HKD,2.68,1.113251,40,Financials,4040,Real Estate,0.12901
6535294,DWT SP Equity,1000,ACTV,SGD,0.038,#N/A N/A,20,Industrials,2010,Capital Goods,0.8002
6535313,ROWS SP Equity,1000,ACTV,SGD,0.23,1.657614,40,Financials,4020,Diversified Financials,0.8002
6535517,1193 HK Equity,2000,ACTV,HKD,26.75,0.6704049,55,Utilities,5510,Utilities,0.12901
6536112,2388 HK Equity,500,ACTV,HKD,24.6,0.7685022,40,Financials,4010,Banks,0.12901
6536156,590 HK Equity,1000,ACTV,HKD,24.8,1.131455,25,Consumer Discretionary,2550,Retailing,0.12901
6536286,8155 HK Equity,8000,ACTV,HKD,0.146,0.6342003,40,Financials,4040,Real Estate,0.12901
6536457,15 HK Equity,2000,ACTV,HKD,0.6,0.8715406,20,Industrials,2010,Capital Goods,0.12901
6536651,1211 HK Equity,500,ACTV,HKD,51.2,0.9802913,25,Consumer Discretionary,2510,Automobiles & Components,0.12901
6536725,8226 HK Equity,4000,ACTV,HKD,0.425,0.4914678,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6536918,MDV SP Equity,1000,ACTV,SGD,0.008,1.25956,25,Consumer Discretionary,2530,Consumer Services,0.8002
6536929,OKP SP Equity,1000,ACTV,SGD,0.29,0.5289177,20,Industrials,2010,Capital Goods,0.8002
6537290,LJ SP Equity,1000,ACTV,SGD,0.053,0.6437536,20,Industrials,2010,Capital Goods,0.8002
6538011,LCH SP Equity,1000,ACTV,SGD,0.375,0.7037395,20,Industrials,2010,Capital Goods,0.8002
6538378,CTN SP Equity,1000,ACTV,SGD,0.86,#N/A N/A,25,Consumer Discretionary,2550,Retailing,0.8002
6538419,255 HK Equity,2000,ACTV,HKD,2.68,0.4634389,20,Industrials,2010,Capital Goods,0.12901
6538914,1108 HK Equity,2000,SUSP,HKD,3.8,1.071037,20,Industrials,2010,Capital Goods,0.12901
6539274,8171 HK Equity,4000,ACTV,HKD,0.041,0.1121723,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6539296,8205 HK Equity,4000,ACTV,HKD,0.41,-0.08665203,45,Information Technology,4510,Software & Services,0.12901
6539876,109 HK Equity,10000,ACTV,HKD,0.485,0.5741171,40,Financials,4020,Diversified Financials,0.12901
6540470,1349 HK Equity,1000,ACTV,HKD,6.7,0.8525998,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
6542294,326 HK Equity,50000,ACTV,HKD,0.116,0.4777463,25,Consumer Discretionary,2530,Consumer Services,0.12901
6542993,1217 HK Equity,8000,ACTV,HKD,0.047,0.3332499,40,Financials,4020,Diversified Financials,0.12901
6543048,52 HK Equity,500,ACTV,HKD,16.78,0.3970907,25,Consumer Discretionary,2530,Consumer Services,0.12901
6543662,860 HK Equity,30000,ACTV,HKD,0.076,0.1805236,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6544148,2898 HK Equity,10000,ACTV,HKD,0.355,0.2628461,30,Consumer Staples,3010,Food & Staples Retailing,0.12901
6544320,894 HK Equity,2000,ACTV,HKD,1.93,0.3465157,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6545527,970 HK Equity,8000,ACTV,HKD,0.44,0.4319914,25,Consumer Discretionary,2550,Retailing,0.12901
6545851,912 HK Equity,2000,ACTV,HKD,2.16,0.4994991,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6546616,673 HK Equity,3000,ACTV,HKD,0.243,0.8474677,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6548076,445 HK Equity,5000,ACTV,HKD,0.36,0.8458135,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6549013,2488 HK Equity,500,ACTV,HKD,5.1,0.4818777,25,Consumer Discretionary,2510,Automobiles & Components,0.12901
6553092,524 HK Equity,10000,ACTV,HKD,0.67,0.3600948,50,Telecommunication Services,5010,Telecommunication Services,0.12901
6555010,526 HK Equity,2000,ACTV,HKD,0.53,0.5327615,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6555087,201 HK Equity,2000,ACTV,HKD,0.405,0.6190785,25,Consumer Discretionary,2530,Consumer Services,0.12901
6558484,2888 HK Equity,50,ACTV,HKD,159.3,0.723139,40,Financials,4010,Banks,0.12901
6559335,728 HK Equity,2000,ACTV,HKD,4.13,0.9231591,50,Telecommunication Services,5010,Telecommunication Services,0.12901
6560337,214 HK Equity,2000,ACTV,HKD,1.99,0.5881413,40,Financials,4040,Real Estate,0.12901
6560508,357 HK Equity,1000,ACTV,HKD,6.76,0.533357,20,Industrials,2030,Transportation,0.12901
6560713,MAND SP Equity,1000,ACTV,USD,1.75,0.8535654,25,Consumer Discretionary,2530,Consumer Services,1
6560995,2883 HK Equity,2000,ACTV,HKD,19.6,0.9943253,10,Energy,1010,Energy,0.12901
6562645,431 HK Equity,4000,ACTV,HKD,0.64,0.4818058,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6562667,2309 HK Equity,2000,ACTV,HKD,0.089,1.580002,25,Consumer Discretionary,2540,Media,0.12901
6562775,850 HK Equity,4000,ACTV,HKD,0.305,0.5845703,15,Materials,1510,Materials,0.12901
6562850,8206 HK Equity,1000,ACTV,HKD,0.45,0.6669507,45,Information Technology,4510,Software & Services,0.12901
6562902,8211 HK Equity,10000,ACTV,HKD,0.222,0.4242744,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6562924,379 HK Equity,10000,ACTV,HKD,0.23,1.449602,20,Industrials,2010,Capital Goods,0.12901
6563080,8060 HK Equity,10000,ACTV,HKD,0.215,0.335107,45,Information Technology,4510,Software & Services,0.12901
6563875,AREIT SP Equity,1000,ACTV,SGD,2.31,0.882414,40,Financials,4040,Real Estate,0.8002
6564458,94 HK Equity,2000,ACTV,HKD,0.68,0.4404609,15,Materials,1510,Materials,0.12901
6564522,WP SP Equity,1000,ACTV,SGD,1.84,0.8237473,40,Financials,4040,Real Estate,0.8002
6564533,1215 HK Equity,20000,ACTV,HKD,0.129,0.2272464,40,Financials,4020,Diversified Financials,0.12901
6565592,172 HK Equity,10000,ACTV,HKD,0.4,0.4420721,40,Financials,4020,Diversified Financials,0.12901
6568353,659 HK Equity,1000,ACTV,HKD,15.04,0.7359987,20,Industrials,2010,Capital Goods,0.12901
6568438,OCNUS SP Equity,1000,ACTV,SGD,0.019,1.40314,30,Consumer Staples,3020,Food Beverage & Tobacco,0.8002
6570886,587 HK Equity,4000,ACTV,HKD,2.34,0.7244197,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
6571180,661 HK Equity,2000,ACTV,HKD,0.187,0.962025,15,Materials,1510,Materials,0.12901
6571793,8235 HK Equity,10000,ACTV,HKD,0.28,0.4428537,45,Information Technology,4510,Software & Services,0.12901
6574071,8 HK Equity,1000,ACTV,HKD,4.88,0.5513098,50,Telecommunication Services,5010,Telecommunication Services,0.12901
6576107,1172 HK Equity,2000,ACTV,HKD,0.174,0.4424774,20,Industrials,2020,Commercial & Professional Serv,0.12901
6576691,158 HK Equity,500,ACTV,HKD,137,0.4381351,40,Financials,4040,Real Estate,0.12901
6578943,DMX SP Equity,1000,ACTV,SGD,0.185,0.8129763,45,Information Technology,4510,Software & Services,0.8002
6578987,LVIS SP Equity,1000,ACTV,SGD,0.014,0.9362379,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6579010,598 HK Equity,1000,ACTV,HKD,5.03,0.7997634,20,Industrials,2030,Transportation,0.12901
6579162,CWM SP Equity,1000,ACTV,SGD,0.16,#N/A N/A,20,Industrials,2010,Capital Goods,0.8002
6579269,8256 HK Equity,4000,ACTV,HKD,0.126,0.9496599,50,Telecommunication Services,5010,Telecommunication Services,0.12901
6579935,2302 HK Equity,1000,ACTV,HKD,3.45,0.9240503,20,Industrials,2010,Capital Goods,0.12901
6583538,MTQ SP Equity,1000,ACTV,SGD,1.48,0.8702647,10,Energy,1010,Energy,0.8002
6586537,551 HK Equity,500,ACTV,HKD,25.25,0.6407906,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6587057,895 HK Equity,200,ACTV,HKD,29.55,0.8163208,20,Industrials,2020,Commercial & Professional Serv,0.12901
6587422,318 HK Equity,5000,ACTV,HKD,0.076,0.2877611,25,Consumer Discretionary,2530,Consumer Services,0.12901
6588436,275 HK Equity,4000,ACTV,HKD,0.345,0.7513515,40,Financials,4040,Real Estate,0.12901
6591735,1131 HK Equity,5000,ACTV,HKD,1.05,0.9543464,10,Energy,1010,Energy,0.12901
6591832,160 HK Equity,2000,ACTV,HKD,2.84,0.5355368,40,Financials,4040,Real Estate,0.12901
6592664,SKS SP Equity,1000,ACTV,SGD,0.26,0.8638106,20,Industrials,2030,Transportation,0.8002
6593764,CHO SP Equity,1000,ACTV,SGD,0.48,0.7089302,10,Energy,1010,Energy,0.8002
6594046,233 HK Equity,10000,ACTV,HKD,0.183,0.8695651,35,Health Care,3510,Health Care Equipment & Servic,0.12901
6594789,264 HK Equity,4000,ACTV,HKD,0.72,0.3848003,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6595470,685 HK Equity,1000,ACTV,HKD,2.1,0.2312425,25,Consumer Discretionary,2540,Media,0.12901
6596451,71 HK Equity,1000,ACTV,HKD,9.81,0.6332883,25,Consumer Discretionary,2530,Consumer Services,0.12901
6597700,1200 HK Equity,2000,ACTV,HKD,4.16,0.9466277,40,Financials,4040,Real Estate,0.12901
6598565,219 HK Equity,2000,ACTV,HKD,2.17,0.4562854,25,Consumer Discretionary,2530,Consumer Services,0.12901
6599825,SILV SP Equity,1000,ACTV,SGD,1.135,0.4760166,45,Information Technology,4510,Software & Services,0.8002
6600879,323 HK Equity,2000,ACTV,HKD,1.85,1.296257,15,Materials,1510,Materials,0.12901
6601418,1140 HK Equity,4000,ACTV,HKD,1.21,0.314658,40,Financials,4020,Diversified Financials,0.12901
6601720,ASL SP Equity,1000,ACTV,SGD,0.63,0.6835783,20,Industrials,2010,Capital Goods,0.8002
6601894,LAP SP Equity,1000,ACTV,SGD,0.16,0.626166,15,Materials,1510,Materials,0.8002
6602079,878 HK Equity,2000,ACTV,HKD,13.4,0.8360677,40,Financials,4040,Real Estate,0.12901
6602132,8213 HK Equity,10000,ACTV,HKD,0.109,0.4782203,25,Consumer Discretionary,2530,Consumer Services,0.12901
6602251,MDR SP Equity,1000,ACTV,SGD,0.008,0.9224286,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6603339,OSI SP Equity,1000,ACTV,SGD,0.132,-0.3042265,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.8002
6603737,CD SP Equity,1000,ACTV,SGD,2.56,0.8967345,20,Industrials,2030,Transportation,0.8002
6605410,622 HK Equity,3000,ACTV,HKD,0.255,0.6930377,20,Industrials,2010,Capital Goods,0.12901
6605885,8046 HK Equity,4000,ACTV,HKD,0.12,1.00933,45,Information Technology,4530,Semiconductors & Semiconductor,0.12901
6608475,663 HK Equity,1000,ACTV,HKD,0.249,0.363713,10,Energy,1010,Energy,0.12901
6608538,TGH SP Equity,1000,ACTV,SGD,0.835,0.6927482,10,Energy,1010,Energy,0.8002
6609478,SPOST SP Equity,1000,ACTV,SGD,1.76,0.6202587,20,Industrials,2030,Transportation,0.8002
6609854,131 HK Equity,1000,ACTV,HKD,6.9,0.5408873,40,Financials,4040,Real Estate,0.12901
6610339,ECW SP Equity,1000,ACTV,SGD,0.061,0.8198544,20,Industrials,2020,Commercial & Professional Serv,0.8002
6614557,112 HK Equity,2000,ACTV,HKD,2.3,0.5407445,40,Financials,4020,Diversified Financials,0.12901
6616984,25 HK Equity,2000,ACTV,HKD,13,0.4057798,20,Industrials,2010,Capital Goods,0.12901
6617039,310 HK Equity,5000,ACTV,HKD,0.232,0.5769122,40,Financials,4020,Diversified Financials,0.12901
6617181,821 HK Equity,4000,ACTV,HKD,1.2,0.8573235,40,Financials,4020,Diversified Financials,0.12901
6618496,42 HK Equity,2000,ACTV,HKD,1.99,0.9355254,20,Industrials,2010,Capital Goods,0.12901
6621342,1176 HK Equity,2000,ACTV,HKD,1.84,0.7197642,40,Financials,4040,Real Estate,0.12901
6621610,212 HK Equity,500,ACTV,HKD,35.5,0.4335425,40,Financials,4040,Real Estate,0.12901
6623360,2868 HK Equity,2000,ACTV,HKD,2.88,1.1335,40,Financials,4040,Real Estate,0.12901
6623371,553 HK Equity,2000,ACTV,HKD,5.35,0.7736543,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6623616,NSL SP Equity,1000,ACTV,SGD,1.72,0.3651886,15,Materials,1510,Materials,0.8002
6624404,NIP SP Equity,1000,ACTV,SGD,0.043,0.5593354,20,Industrials,2020,Commercial & Professional Serv,0.8002
6625515,213 HK Equity,2000,ACTV,HKD,1,0.4678434,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6628859,NOL SP Equity,1000,ACTV,SGD,0.94,0.6006634,20,Industrials,2030,Transportation,0.8002
6630025,BREAD SP Equity,1000,ACTV,SGD,1.335,0.9846767,30,Consumer Staples,3010,Food & Staples Retailing,0.8002
6630940,257 HK Equity,1000,ACTV,HKD,10.54,0.8014025,20,Industrials,2020,Commercial & Professional Serv,0.12901
6633563,980 HK Equity,1000,ACTV,HKD,4.3,0.8487406,30,Consumer Staples,3010,Food & Staples Retailing,0.12901
6633767,17 HK Equity,1000,ACTV,HKD,9.62,1.268981,40,Financials,4040,Real Estate,0.12901
6635547,TOYO SP Equity,1000,ACTV,SGD,0.28,0.6152986,15,Materials,1510,Materials,0.8002
6637877,NOEL SP Equity,1000,ACTV,SGD,0.3,#N/A N/A,25,Consumer Discretionary,2550,Retailing,0.8002
6647423,1047 HK Equity,2000,ACTV,HKD,0.63,0.2490139,15,Materials,1510,Materials,0.12901
6648868,ALLI SP Equity,1000,ACTV,SGD,0.036,1.476221,20,Industrials,2010,Capital Goods,0.8002
6648998,2317 HK Equity,4000,ACTV,HKD,0.495,0.4977037,30,Consumer Staples,3020,Food Beverage & Tobacco,0.12901
6649667,2355 HK Equity,2000,ACTV,HKD,4.71,0.8850351,20,Industrials,2010,Capital Goods,0.12901
6649764,2882 HK Equity,4000,ACTV,HKD,0.24,0.3255827,25,Consumer Discretionary,2550,Retailing,0.12901
6650711,NBL SP Equity,1000,ACTV,SGD,0.42,#N/A N/A,25,Consumer Discretionary,2550,Retailing,0.8002
6650960,FAPX SP Equity,1000,ACTV,SGD,0.085,#N/A N/A,15,Materials,1510,Materials,0.8002
6651468,MMH SP Equity,1000,ACTV,SGD,0.565,#N/A N/A,45,Information Technology,4530,Semiconductors & Semiconductor,0.8002
6651576,2342 HK Equity,500,ACTV,HKD,2.64,1.103983,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6652461,827 HK Equity,20000,SUSP,HKD,0.11,0.757165,15,Materials,1510,Materials,0.12901
6652472,2310 HK Equity,2000,ACTV,HKD,2.1,0.8006281,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6652546,8258 HK Equity,10000,ACTV,HKD,0.228,0.7615045,15,Materials,1510,Materials,0.12901
6652568,8225 HK Equity,5000,ACTV,HKD,0.4,0.2922567,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
6652825,2348 HK Equity,4000,ACTV,HKD,6.15,0.1946853,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
6653442,653 HK Equity,2000,ACTV,HKD,1.17,0.6434754,25,Consumer Discretionary,2550,Retailing,0.12901
6653453,383 HK Equity,4000,ACTV,HKD,2.1,0.2994881,40,Financials,4020,Diversified Financials,0.12901
6653657,387 HK Equity,4000,ACTV,HKD,1.12,0.5367476,20,Industrials,2010,Capital Goods,0.12901
6654564,OSS SP Equity,1000,ACTV,SGD,0.27,-1.014489,25,Consumer Discretionary,2550,Retailing,0.8002
6658287,OGL SP Equity,1000,ACTV,AUD,0.017,#N/A N/A,10,Energy,1010,Energy,0.9268
6659116,316 HK Equity,500,ACTV,HKD,42.8,0.8871756,20,Industrials,2030,Transportation,0.12901
6660022,218 HK Equity,5000,ACTV,HKD,5.44,1.199689,40,Financials,4020,Diversified Financials,0.12901
6660969,398 HK Equity,2000,ACTV,HKD,1.9,0.9253255,25,Consumer Discretionary,2550,Retailing,0.12901
6661490,18 HK Equity,2000,ACTV,HKD,0.91,0.4213808,25,Consumer Discretionary,2540,Media,0.12901
6662880,FEOR SP Equity,1000,ACTV,SGD,1.9,0.8718652,40,Financials,4040,Real Estate,0.8002
6663827,OUE SP Equity,1000,ACTV,SGD,2.32,0.7907219,25,Consumer Discretionary,2530,Consumer Services,0.8002
6665016,737 HK Equity,500,ACTV,HKD,4.01,0.6274285,20,Industrials,2030,Transportation,0.12901
6665124,309 HK Equity,1000,ACTV,HKD,0.315,0.3463051,20,Industrials,2020,Commercial & Professional Serv,0.12901
6665254,PCI SP Equity,1000,ACTV,SGD,0.49,0.5465959,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6665306,617 HK Equity,2000,ACTV,HKD,2.71,0.5701137,25,Consumer Discretionary,2530,Consumer Services,0.12901
6667960,495 HK Equity,5000,SUSP,HKD,0.325,0.9745206,40,Financials,4040,Real Estate,0.12901
6669397,222 HK Equity,2000,ACTV,HKD,4.4,0.46694,40,Financials,4020,Diversified Financials,0.12901
6669814,PAN SP Equity,1000,ACTV,SGD,1.025,0.7492002,20,Industrials,2010,Capital Goods,0.8002
6671477,855 HK Equity,2000,ACTV,HKD,2.8,0.6788753,55,Utilities,5510,Utilities,0.12901
6671518,YINGLI SP Equity,1000,ACTV,SGD,0.25,1.090205,40,Financials,4040,Real Estate,0.8002
6673923,8271 HK Equity,2000,ACTV,HKD,0.39,0.1884775,25,Consumer Discretionary,2540,Media,0.12901
6674421,EZRA SP Equity,1000,ACTV,SGD,1.105,1.127165,10,Energy,1010,Energy,0.8002
6675112,KNH SP Equity,1000,ACTV,SGD,0.117,0.5946166,20,Industrials,2010,Capital Goods,0.8002
6677174,FRT SP Equity,1000,ACTV,HKD,7.04,0.8416425,40,Financials,4040,Real Estate,0.12901
6678230,2368 HK Equity,2000,ACTV,HKD,1.33,0.5699061,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6678360,725 HK Equity,2000,ACTV,HKD,1.2,0.2692635,20,Industrials,2010,Capital Goods,0.12901
6679813,GSH SP Equity,1000,ACTV,SGD,0.077,0.6742145,25,Consumer Discretionary,2550,Retailing,0.8002
6680440,283 HK Equity,2000,ACTV,HKD,4.04,0.5668045,40,Financials,4040,Real Estate,0.12901
6681175,676 HK Equity,2000,ACTV,HKD,1.09,0.3345287,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6681249,SAKAE SP Equity,1000,ACTV,SGD,0.545,0.01599998,25,Consumer Discretionary,2530,Consumer Services,0.8002
6684594,2698 HK Equity,500,ACTV,HKD,4.15,0.7104878,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6685865,565 HK Equity,5000,ACTV,HKD,0.415,0.8066166,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6686493,765 HK Equity,2000,ACTV,HKD,0.96,0.5493024,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6687968,ANIK SP Equity,1000,ACTV,SGD,0.112,#N/A N/A,15,Materials,1510,Materials,0.8002
6688091,HTON SP Equity,1000,ACTV,SGD,0.66,0.9201998,40,Financials,4040,Real Estate,0.8002
6688897,224 HK Equity,4000,ACTV,HKD,0.98,0.5202835,40,Financials,4040,Real Estate,0.12901
6691260,ASON SP Equity,1000,ACTV,SGD,0.082,1.494321,20,Industrials,2030,Transportation,0.8002
6691754,2320 HK Equity,2000,ACTV,HKD,0.315,0.7575531,15,Materials,1510,Materials,0.12901
6691851,1174 HK Equity,2000,ACTV,HKD,0.345,0.6599339,30,Consumer Staples,3020,Food Beverage & Tobacco,0.12901
6692070,75 HK Equity,2000,ACTV,HKD,2.35,0.3757882,40,Financials,4040,Real Estate,0.12901
6692694,KMEN SP Equity,1000,ACTV,SGD,0.925,0.7831224,20,Industrials,2020,Commercial & Professional Serv,0.8002
6693330,225 HK Equity,2000,ACTV,HKD,11.9,0.5391486,40,Financials,4040,Real Estate,0.12901
6693512,43 HK Equity,2000,ACTV,HKD,0.93,0.3940399,30,Consumer Staples,3020,Food Beverage & Tobacco,0.12901
6693761,635 HK Equity,2000,ACTV,HKD,9.33,0.6533901,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6693772,2314 HK Equity,1000,ACTV,HKD,4.82,1.070257,15,Materials,1510,Materials,0.12901
6695206,POP SP Equity,1000,ACTV,SGD,0.255,0.6200327,25,Consumer Discretionary,2550,Retailing,0.8002
6698454,2340 HK Equity,4000,ACTV,HKD,1.28,0.4044135,40,Financials,4040,Real Estate,0.12901
6698614,2308 HK Equity,4000,ACTV,HKD,1.01,1.055194,45,Information Technology,4510,Software & Services,0.12901
6698744,STC SP Equity,1000,ACTV,SGD,0.385,0.511928,25,Consumer Discretionary,2550,Retailing,0.8002
6698766,AMPF SP Equity,1000,ACTV,SGD,0.007,0.9804279,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6699015,8083 HK Equity,4000,ACTV,HKD,0.84,-0.0785565,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6701385,NOVO SP Equity,1000,ACTV,SGD,0.136,#N/A N/A,20,Industrials,2010,Capital Goods,0.8002
6701932,SUNN SP Equity,1000,ACTV,SGD,0.21,0.7852513,20,Industrials,2010,Capital Goods,0.8002
6702582,UFS SP Equity,1000,ACTV,SGD,0.012,0.4554325,20,Industrials,2010,Capital Goods,0.8002
6703864,205 HK Equity,2000,ACTV,HKD,0.57,0.2739572,25,Consumer Discretionary,2540,Media,0.12901
6703961,PDS SP Equity,1000,ACTV,SGD,0.17,0.1966224,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6704351,210 HK Equity,2000,ACTV,HKD,3.62,1.104163,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6706250,2328 HK Equity,2000,ACTV,HKD,12.34,1.107626,40,Financials,4030,Insurance,0.12901
6707305,227 HK Equity,8000,ACTV,HKD,1.76,1.318429,40,Financials,4020,Diversified Financials,0.12901
6707899,2357 HK Equity,4000,ACTV,HKD,4.8,0.8791377,20,Industrials,2010,Capital Goods,0.12901
6710938,2218 HK Equity,500,ACTV,HKD,2.76,0.2417218,30,Consumer Staples,3020,Food Beverage & Tobacco,0.12901
6711317,8227 HK Equity,4000,ACTV,HKD,0.315,0.6780351,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6711566,836 HK Equity,2000,ACTV,HKD,22.8,0.7741209,55,Utilities,5510,Utilities,0.12901
6712172,8210 HK Equity,8000,ACTV,HKD,1.55,0.1688958,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6712484,8243 HK Equity,5000,ACTV,HKD,0.305,0.706559,25,Consumer Discretionary,2540,Media,0.12901
6712707,8249 HK Equity,5000,ACTV,HKD,0.21,0.7937749,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6713636,8200 HK Equity,4000,ACTV,HKD,0.33,0.3211812,25,Consumer Discretionary,2550,Retailing,0.12901
6713647,JSP SP Equity,1000,ACTV,SGD,0.081,#N/A N/A,25,Consumer Discretionary,2510,Automobiles & Components,0.8002
6713766,485 HK Equity,10000,ACTV,HKD,0.231,0.3483642,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6715182,1149 HK Equity,4000,ACTV,HKD,0.89,0.5951884,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6716378,56 HK Equity,2000,ACTV,HKD,1.55,0.8459149,40,Financials,4020,Diversified Financials,0.12901
6716776,243 HK Equity,1000,ACTV,HKD,0.365,0.5805455,45,Information Technology,4530,Semiconductors & Semiconductor,0.12901
6718158,1122 HK Equity,2000,ACTV,HKD,2.35,0.8613887,25,Consumer Discretionary,2510,Automobiles & Components,0.12901
6718255,2333 HK Equity,500,ACTV,HKD,31.9,1.223425,25,Consumer Discretionary,2510,Automobiles & Components,0.12901
6718976,2628 HK Equity,1000,ACTV,HKD,23.1,1.344389,40,Financials,4030,Insurance,0.12901
6722245,ACTA SP Equity,1000,ACTV,SGD,0.126,#N/A N/A,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.8002
6724207,HIP SP Equity,1000,ACTV,SGD,0.68,0.8468575,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6725299,2899 HK Equity,2000,ACTV,HKD,2.12,1.112399,15,Materials,1510,Materials,0.12901
6725363,8292 HK Equity,2000,ACTV,HKD,16.6,0.3589946,45,Information Technology,4510,Software & Services,0.12901
6726269,229 HK Equity,1000,ACTV,HKD,0.91,0.5576762,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6726980,EXLP SP Equity,1000,ACTV,SGD,0.096,0.6078568,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6727284,555 HK Equity,25000,ACTV,HKD,0.81,0.5062743,25,Consumer Discretionary,2530,Consumer Services,0.12901
6728124,DSG SP Equity,1000,ACTV,SGD,0.42,#N/A N/A,20,Industrials,2010,Capital Goods,0.8002
6728210,575 HK Equity,10000,ACTV,HKD,0.108,0.5470855,15,Materials,1510,Materials,0.12901
6728500,8131 HK Equity,2000,ACTV,HKD,0.485,-0.09955366,45,Information Technology,4510,Software & Services,0.12901
6728555,904 HK Equity,3000,ACTV,HKD,0.415,1.004826,30,Consumer Staples,3020,Food Beverage & Tobacco,0.12901
6728641,8203 HK Equity,10000,ACTV,HKD,0.105,0.4284486,10,Energy,1010,Energy,0.12901
6728696,1265 HK Equity,10000,ACTV,HKD,1.63,1.053166,55,Utilities,5510,Utilities,0.12901
6728793,1208 HK Equity,4000,ACTV,HKD,2.94,1.039304,15,Materials,1510,Materials,0.12901
6730204,78 HK Equity,2000,ACTV,HKD,4.56,0.7107313,25,Consumer Discretionary,2530,Consumer Services,0.12901
6731081,CHLG SP Equity,1000,ACTV,SGD,0.49,0.7188256,25,Consumer Discretionary,2550,Retailing,0.8002
6732017,ISR SP Equity,1000,ACTV,SGD,0.053,#N/A N/A,40,Financials,4020,Diversified Financials,0.8002
6734637,RFMD SP Equity,1000,ACTV,SGD,3.93,0.7142206,35,Health Care,3510,Health Care Equipment & Servic,0.8002
6737272,231 HK Equity,20000,ACTV,HKD,0.116,0.6062214,40,Financials,4040,Real Estate,0.12901
6739461,AEI SP Equity,1000,ACTV,SGD,0.122,0.5335841,20,Industrials,2010,Capital Goods,0.8002
6739513,CFLX SP Equity,1000,ACTV,SGD,0.01,#N/A N/A,15,Materials,1510,Materials,0.8002
6740043,8273 HK Equity,2000,ACTV,HKD,1.36,0.2672575,25,Consumer Discretionary,2510,Automobiles & Components,0.12901
6740452,MTEX SP Equity,1000,ACTV,SGD,0.054,#N/A N/A,15,Materials,1510,Materials,0.8002
